ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
1043405,2008,2008/06/14 04:00:00+00,5,3440 PHARMACY AVE,Non-Fatal,Minor Arterial,Scarborough,22,43.807745,-79.33239,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,30,Fatal
1043747,2008,2008/06/18 04:00:00+00,909,SCARLETT RD,BERNICE CRES,Minor Arterial,Etobicoke York,5,43.666945,-79.49949,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1044815,2008,2008/06/24 04:00:00+00,2226,WILSON AVE,JETHRO RD,Major Arterial,Etobicoke York,7,43.718745,-79.51839,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Non-Fatal
1045221,2008,2008/06/27 04:00:00+00,53,FLEET ST,STADIUM RD,Major Arterial,Toronto and East York,10,43.636045,-79.40189,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,22,Fatal
1046412,2008,2008/07/04 04:00:00+00,1345,EGLINTON AVE E,BARBADOS BLVD,Major Arterial,Scarborough,2120,43.737945,-79.24239,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,82,Fatal
1047968,2008,2008/07/11 04:00:00+00,2155,STEELES AVE W,HIDDEN TRL,Major Arterial,North York,6,43.788445,-79.46399,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,32,Fatal
1047657,2008,2008/07/12 04:00:00+00,38,688 SCARLETT RD,Non-Fatal,Major Arterial,Etobicoke York,2,43.694745,-79.51949,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,57,Fatal
1047683,2008,2008/07/13 04:00:00+00,2018,19 LYNDHURST CRT,DUNDAS ST E,Local,Toronto and East York,12,43.677645,-79.41219,Mid-Block,Intersection Related,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,88,Fatal
1047910,2008,2008/07/14 04:00:00+00,1337,DANFORTH AVE,COXWELL AVE,Major Arterial,Toronto and East York,1419,43.683345,-79.32359,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1049124,2008,2008/07/21 04:00:00+00,305,STEELES AVE E,YONGE ST,Major Arterial,North York,18,43.797945,-79.42009,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,37,Fatal
1052382,2008,2008/08/09 04:00:00+00,1035,BALLIOL ST,MOUNT PLEASANT RD,Major Arterial,North York,1215,43.699245,-79.38669,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80,Non-Fatal
1053672,2008,2008/08/17 04:00:00+00,2125,WARDEN Aven,FINCH Aven E,Major Arterial,Scarborough,22,43.797845,-79.31619,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
1055195,2008,2008/08/26 04:00:00+00,1111,PLEWES RD,ANCASTER RD,Collector,North York,6,43.734645,-79.46599,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1057151,2008,2008/09/08 04:00:00+00,2150,MARKHAM RD,NASHDENE RD,Major Arterial,Scarborough,23,43.819445,-79.24579,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
1057892,2008,2008/09/10 04:00:00+00,806,TRETHEWEY DR,TEDDER ST,Minor Arterial,Etobicoke York,5,43.697345,-79.49899,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,52,Fatal
1059399,2008,2008/09/17 04:00:00+00,1838,KINGSTON RD,WOODBINE AVE,Major Arterial,Toronto and East York,19,43.673945,-79.30789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Truck Driver,45,Non-Fatal
1060516,2008,2008/09/23 04:00:00+00,1652,HIGHWAY 27  S,DIXON RD,Major Arterial,Etobicoke York,1,43.683645,-79.58019,Mid-Block,Intersection Related,No Control,Clear,Daylight,Wet,Fatal,Approaching,Driver,29,Fatal
1061341,2008,2008/09/28 04:00:00+00,545,WILSON AVE,HIGHWAY 400  S,Major Arterial,Etobicoke York,7,43.718145,-79.52109,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Driver,57,Fatal
1062415,2008,2008/10/02 04:00:00+00,1025,YONGE ST,BISHOP AVE,Major Arterial,North York,18,43.783245,-79.41639,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,86,Fatal
1062626,2008,2008/10/03 04:00:00+00,2327,F G GARDINER XY  E,ELLIS AVE,Major Arterial,Toronto and East York,4,43.636344,-79.466892,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Rear End,Motorcycle Driver,37,Fatal
1064977,2008,2008/10/17 04:00:00+00,1755,LUMSDEN AVE,GLEDHILL AVE,Minor Arterial,Toronto and East York,19,43.693645,-79.31159,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
1065135,2008,2008/10/18 04:00:00+00,1315,BAYVIEW BLOOR S RAMP N,BLOOR RAMP,Major Arterial,Toronto and East York,11,43.678245,-79.36889,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,32,Fatal
1065595,2008,2008/10/21 04:00:00+00,545,HIGHWAY 27 Ramp S,27 S DIXON W RAMP,Major Arterial,Etobicoke York,1,43.690045,-79.58279,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Truck Driver,23,Fatal
1066274,2008,2008/10/24 04:00:00+00,2235,EGLINTON AVE E,SWIFT DR,Major Arterial,North York,16,43.726145,-79.31829,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1066390,2008,2008/10/25 04:00:00+00,2329,DENISON RD E,JANE ST,Collector,Etobicoke York,5,43.696745,-79.50589,Mid-Block,Intersection Related,Traffic Gate,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,24,Fatal
1067364,2008,2008/10/31 04:00:00+00,817,HIGHWAY 2A  E,LAWSON RD,Non-Fatal,Scarborough,25,43.788645,-79.15869,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,56,Fatal
1067883,2008,2008/11/03 05:00:00+00,930,1491 LAKE SHORE BLVD W,DUNDAS ST E,Major Arterial,Toronto and East York,4,43.636445,-79.44399,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,91,Fatal
1069315,2008,2008/11/11 05:00:00+00,720,PHARMACY AVE,STEELES AVE E,Major Arterial,Scarborough,22,43.816847,-79.336452,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,5,Non-Fatal
1072541,2008,2008/11/26 05:00:00+00,1714,WARDEN AVE,FINCH AVE E,Major Arterial,Scarborough,22,43.794845,-79.31499,Mid-Block,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,57,Fatal
1075633,2008,2008/12/13 05:00:00+00,2101,SHEPPARD AVE E,MORNINGSIDE AVE,Major Arterial,Scarborough,25,43.802245,-79.19869,Mid-Block,Intersection Related,No Control,Clear,Dark,Wet,Fatal,Turning Movement,Driver,32,Fatal
1078551,2009,2009/01/01 05:00:00+00,259,EGLINTON AVE E,DANFORTH RD,Major Arterial,Scarborough,2120,43.737045,-79.24619,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,53,Non-Fatal
1079671,2009,2009/01/06 05:00:00+00,1349,SHEPPARD AVE E,REAN DR,Major Arterial,North York,17,43.767745,-79.38309,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,66,Non-Fatal
1085959,2009,2009/02/02 05:00:00+00,1610,FINCH AVE W,WESTON RD,Major Arterial,Etobicoke York,7,43.752045,-79.54239,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,91,Non-Fatal
1088989,2009,2009/02/13 05:00:00+00,125,423 BRIMORTON DR,Non-Fatal,Collector,Scarborough,24,43.768945,-79.23769,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,23,Fatal
1093141,2009,2009/03/07 05:00:00+00,440,WILLIAM R ALLEN RD,TRANSIT RD,Major Arterial,North York,6,43.741845,-79.45429,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,SMV Other,Driver,22,Fatal
1093203,2009,2009/03/08 05:00:00+00,350,HILL CRES,HEATHFIELD DR,Collector,Scarborough,24,43.737845,-79.21059,Intersection,Intersection Related,No Control,Rain,Dark,Wet,Fatal,SMV Other,Passenger,21,Fatal
1093819,2009,2009/03/11 04:00:00+00,652,STEELES AVE W,PINE VALLEY  DR,Major Arterial,Etobicoke York,7,43.766535,-79.564769,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,55,Non-Fatal
1094299,2009,2009/03/13 04:00:00+00,914,GERRARD ST E,DE GRASSI ST,Minor Arterial,Toronto and East York,14,43.666346,-79.348491,Intersection,At Intersection,Pedestrian Crossover,Other,Daylight,Other,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
1096330,2009,2009/03/25 04:00:00+00,2128,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,10,43.643445,-79.39129,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1098793,2009,2009/04/03 04:00:00+00,1429,JARVIS ST,WELLESLEY ST E,Major Arterial,Toronto and East York,13,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1097712,2009,2009/04/04 04:00:00+00,228,LIPPINCOTT ST,BLOOR ST W,Major Arterial,Toronto and East York,11,43.665345,-79.40999,Intersection,Intersection Related,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,27,Fatal
1099856,2009,2009/04/17 04:00:00+00,1045,TOWNSLEY ST,OLD WESTON RD,Minor Arterial,Toronto and East York,9,43.674045,-79.46319,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,66,Fatal
1100239,2009,2009/04/20 04:00:00+00,1330,RONCESVALLES AVE,HIGH PARK BLVD,Minor Arterial,Toronto and East York,4,43.646327,-79.449046,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,85,Non-Fatal
1102324,2009,2009/05/01 04:00:00+00,1236,ST CLAIR AVE W,ORIOLE RD,Major Arterial,Toronto and East York,12,43.686945,-79.39979,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,93,Fatal
1108193,2009,2009/06/05 04:00:00+00,1547,FINCH AVE W,HALESIA DR,Major Arterial,Etobicoke York,1,43.733745,-79.60669,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,3,Non-Fatal
1109820,2009,2009/06/17 04:00:00+00,1708,KEELE ST,DUNDAS ST W,Major Arterial,Toronto and East York,4,43.664945,-79.46439,Mid-Block,Intersection Related,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,87,Fatal
1110725,2009,2009/06/23 04:00:00+00,1449,BLOOR ST W,ST HELENS AVE,Major Arterial,Toronto and East York,9,43.658045,-79.44399,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1111945,2009,2009/06/30 04:00:00+00,1930,5050 SHEPPARD AVE E,Non-Fatal,Major Arterial,Scarborough,23,43.793045,-79.24249,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
1112683,2009,2009/07/06 04:00:00+00,2030,DON VALLEY PARKWAY  N,ST DENNIS DR,Non-Fatal,North York,16,43.718745,-79.32799,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,23,Fatal
1112683,2009,2009/07/06 04:00:00+00,2030,DON VALLEY PARKWAY  N,ST DENNIS DR,Non-Fatal,North York,16,43.718745,-79.32799,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,21,Fatal
1114902,2009,2009/07/18 04:00:00+00,1137,WOODBINE AVE,MORTIMER AVE,Major Arterial,Toronto and East York,19,43.692745,-79.31589,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1117854,2009,2009/08/07 04:00:00+00,1448,179 FatalLLINGBROOK RD,Non-Fatal,Collector,Scarborough,20,43.684645,-79.28029,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1121624,2009,2009/08/27 04:00:00+00,947,LAWRENCE AVE W,MARLEE AVE,Major Arterial,North York,8,43.715644,-79.446491,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85,Non-Fatal
1121922,2009,2009/08/31 04:00:00+00,2150,BLOOR ST W,AVENUE RD,Major Arterial,Toronto and East York,11,43.668845,-79.393192,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
1122417,2009,2009/09/01 04:00:00+00,1203,SPADINA AVE,NASSAU ST,Major Arterial,Toronto and East York,11,43.655845,-79.39919,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,67,Fatal
1124221,2009,2009/09/11 04:00:00+00,2009,VICTORIA PARK AVE,ARNCLIFFE CRES,Major Arterial,North York,1621,43.731845,-79.30559,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1124865,2009,2009/09/15 04:00:00+00,1400,KIPLING AVE,ALBION RD,Major Arterial,Etobicoke York,1,43.738945,-79.57999,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1130411,2009,2009/09/19 04:00:00+00,1418,ELLESMERE RD,DEWEY DR,Major Arterial,Scarborough,21,43.760345,-79.30449,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,86,Fatal
1127576,2009,2009/09/29 04:00:00+00,1122,JANE ST,WILSON AVE,Major Arterial,Etobicoke York,76,43.720945,-79.50859,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,80,Non-Fatal
1133034,2009,2009/10/02 04:00:00+00,1400,BLOOR ST E,SHERBOURNE ST N,Major Arterial,Toronto and East York,1113,43.672345,-79.37689,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,41,Non-Fatal
1130393,2009,2009/10/13 04:00:00+00,656,KENNEDY RD,ELLESMERE RD,Major Arterial,Scarborough,21,43.765745,-79.28109,Intersection,Intersection Related,Traffic Signal,Rain,Dawn,Wet,Fatal,SMV Other,Passenger,37,Fatal
1131172,2009,2009/10/16 04:00:00+00,1301,STEELES AVE W,TANGREEN CRT,Major Arterial,North York,18,43.796645,-79.42629,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1131264,2009,2009/10/17 04:00:00+00,2352,FINCH AVE W,TOBERMORY DR,Major Arterial,Etobicoke York,7,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,63,Fatal
1131264,2009,2009/10/17 04:00:00+00,2352,FINCH AVE W,TOBERMORY DR,Major Arterial,Etobicoke York,7,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,42,Fatal
1131264,2009,2009/10/17 04:00:00+00,2352,FINCH AVE W,TOBERMORY DR,Major Arterial,Etobicoke York,7,43.759245,-79.50789,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Passenger,22,Fatal
1132127,2009,2009/10/21 04:00:00+00,1255,WESTON RD,FENMAR DR,Major Arterial,Etobicoke York,7,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,52,Fatal
1132676,2009,2009/10/23 04:00:00+00,715,FINCH AVE E,BLACKBIRD GT,Minor Arterial,Scarborough,25,43.816945,-79.22429,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,62,Fatal
1134244,2009,2009/10/31 04:00:00+00,901,KEELE ST,STEELES AVE W,Major Arterial,Etobicoke York,76,43.781545,-79.49449,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Turning Movement,Driver,18,Fatal
1134663,2009,2009/11/03 05:00:00+00,1445,GILDER DR,MIDLAND AVE,Major Arterial,Scarborough,21,43.736045,-79.25879,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85,Non-Fatal
1136272,2009,2009/11/12 05:00:00+00,1759,BIRCHMOUNT RD,ROLARK DR,Major Arterial,Scarborough,21,43.767645,-79.29229,Intersection,Intersection Related,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
1137250,2009,2009/11/17 05:00:00+00,845,GREENWIN VILLAGE RD,VILLAGE GT,Collector,North York,18,43.792445,-79.44049,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,66,Non-Fatal
1138618,2009,2009/11/24 05:00:00+00,630,WARDEN AVE,CATARAQUI CRES,Minor Arterial,Scarborough,20,43.702545,-79.27699,Intersection,At Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,48,Fatal
1140944,2009,2009/12/08 05:00:00+00,540,FINCH AVE W,KIPLING AVE,Major Arterial,Etobicoke York,1,43.743245,-79.58209,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,71,Non-Fatal
1140988,2009,2009/12/08 05:00:00+00,1456,FINCH AVE E,DON MILLS RD,Major Arterial,North York,17,43.792645,-79.35469,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,86,Fatal
1142168,2009,2009/12/15 05:00:00+00,122,WILSON AVE,DUFFERIN ST,Major Arterial,North York,6,43.732245,-79.45799,Mid-Block,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Unattended Vehicle,Driver,24,Fatal
1142865,2009,2009/12/17 05:00:00+00,1950,BLOOR ST E,CASTLE FRANK CRES,Major Arterial,Toronto and East York,11,43.672945,-79.36929,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/10/02 04:00:00+00,1058,EGLINTON AVE E,WINTER AVE,Major Arterial,Scarborough,2120,43.735331,-79.25436,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,81,Non-Fatal
Non-Fatal,2016,2016/10/02 04:00:00+00,1940,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,2120,43.734049,-79.260188,Intersection,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/10/11 04:00:00+00,1152,8 SILVERDALE CRES,Non-Fatal,Collector,North York,16,43.756446,-79.341022,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
53,2016,2016/10/12 04:00:00+00,1109,DAVENPORT RD,OSSINGTON AVE,Minor Arterial,Toronto and East York,912,43.674712,-79.430972,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/10/12 04:00:00+00,1117,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,2120,43.734519,-79.258098,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/10/20 04:00:00+00,1922,EGLINTON AVE E,HANNA RD,Major Arterial,North York,15,43.712084,-79.372058,Intersection,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,62,Fatal
59,2016,2016/10/27 04:00:00+00,1549,CHERRY ST,POLSON ST,Collector,Toronto and East York,14,43.641406,-79.349178,Mid-Block,Overpass or Bridge,No Control,Rain,Daylight,Wet,Fatal,SMV Other,Driver,52,Fatal
Non-Fatal,2016,2016/10/30 04:00:00+00,227,PHARMACY AVE,EGLINTON AVE E,Major Arterial,Scarborough,2120,43.725642,-79.297504,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,32,Fatal
51,2016,2016/10/31 04:00:00+00,257,F G GARDINER XY  E,JAMESON AVE,Major Arterial,Toronto and East York,4,43.633078,-79.435222,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,25,Fatal
2,2016,2016/11/02 04:00:00+00,1948,486 COLLEGE ST,DUNDAS ST E,Major Arterial,Toronto and East York,11,43.656096,-79.409488,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/11/06 04:00:00+00,1155,BLOOR ST W,GRENVIEW BLVD N,Major Arterial,Etobicoke York,3,43.648158,-79.507747,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,97,Fatal
Non-Fatal,2016,2016/11/10 05:00:00+00,1732,BRIMLEY RD,GAGE AVE,Major Arterial,Scarborough,21,43.750491,-79.254108,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2016,2016/11/14 05:00:00+00,814,ARAGON AVE,SHEPPARD AVE E,Major Arterial,Scarborough,22,43.77949,-79.304355,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Non-Fatal
3,2016,2016/11/24 05:00:00+00,2010,300 GEORGE ST,DUNDAS ST E,Local,Toronto and East York,13,43.657778,-79.373676,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
5,2016,2016/11/28 05:00:00+00,2153,BLOOR ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,13,43.671935,-79.370654,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,SMV Other,Passenger,26,Fatal
7,2016,2016/12/01 05:00:00+00,1335,COSBURN AVE,CEDARVALE AVE,Collector,Toronto and East York,19,43.696753,-79.315616,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2016,2016/12/06 05:00:00+00,712,BATHURST ST,REINER RD,Major Arterial,North York,6,43.752669,-79.437747,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,88,Fatal
Non-Fatal,2016,2016/12/13 05:00:00+00,1440,MIDLAND AVE,KILCULLEN CASTLE GT,Major Arterial,Scarborough,2223,43.81116,-79.290668,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,71,Non-Fatal
9,2017,2017/01/03 05:00:00+00,717,LOWER SHERBOURNE ST,THE ESPLANADE,Minor Arterial,Toronto and East York,1013,43.648974,-79.367259,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
