ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY
Non-Fatal,2018,2018/01/15 05:00:00+00,1520,23 IANHALL RD,Non-Fatal,Local,North York,6,43.727904,-79.488223,Mid-Block,Non Intersection,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2018,2018/01/24 05:00:00+00,1150,WARDEN AVE,BAMBURGH CRCL,Major Arterial,Scarborough,22,43.81428,-79.324542,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/02/02 05:00:00+00,943,FINCH AVE W,ARDWICK BLVD,Major Arterial,Etobicoke York,7,43.747714,-79.562267,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35,Non-Fatal
Non-Fatal,2018,2018/02/17 05:00:00+00,2319,3230 BAYVIEW AVE,Non-Fatal,Major Arterial,North York,1817,43.788287,-79.392772,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Fatal,SMV Other,Driver,19,Fatal
Non-Fatal,2018,2018/02/20 05:00:00+00,1645,BATHURST ST,ELLERSLIE AVE,Major Arterial,North York,618,43.765391,-79.440891,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,48,Non-Fatal
Non-Fatal,2018,2018/02/21 05:00:00+00,1838,37 WILLIAM KITCHEN RD,Non-Fatal,Collector,Scarborough,21,43.773322,-79.282741,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
Non-Fatal,2018,2018/02/27 05:00:00+00,1530,CANONGATE TRL,OCKWELL MANOR  DR,Collector,Scarborough,22,43.818522,-79.306857,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,27,Fatal
Non-Fatal,2018,2018/03/02 05:00:00+00,1914,GREENCEDAR CRCT,DAPHNE RD,Collector,Scarborough,24,43.756827,-79.22932,Intersection,At Intersection,No Control,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,18,Fatal
60,2018,2018/03/15 04:00:00+00,226,COLLEGE ST,HURON ST,Major Arterial,Toronto and East York,11,43.658187,-79.398158,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,18,Non-Fatal
Non-Fatal,2018,2018/03/21 04:00:00+00,331,F G GARDINER XY  W,ROYAL YORK RD,Non-Fatal,Etobicoke York,3,43.623107,-79.499957,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,48,Non-Fatal
70,2018,2018/03/28 04:00:00+00,1749,MOUNT PLEASANT RD,CARSTOWE RD,Major Arterial,Toronto and East York,11,43.68439,-79.383662,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,72,Non-Fatal
Non-Fatal,2018,2018/03/29 04:00:00+00,1221,WILSON AVE,JULIAN RD,Major Arterial,North York,6,43.724532,-79.491092,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,7,Fatal
Non-Fatal,2018,2018/04/13 04:00:00+00,1512,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,76,43.719008,-79.508113,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Slush,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
Non-Fatal,2018,2018/04/21 04:00:00+00,2341,SEWELLS RD,HUPFIELD TRL,Minor Arterial,Scarborough,25,43.814105,-79.213535,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,58,Non-Fatal
Non-Fatal,2018,2018/04/23 04:00:00+00,20,FINCH AVE W,SIGNET DR,Major Arterial,Etobicoke York,7,43.753218,-79.53622,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,22,Non-Fatal
Non-Fatal,2018,2018/05/04 04:00:00+00,2354,DIXON RD,27 S DIXON W RAMP,Major Arterial,Etobicoke York,1,43.688479,-79.583987,Mid-Block,Overpass or Bridge,No Control,Rain,Dark,Slush,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2018,2018/05/15 04:00:00+00,935,YONGE ST,LAWRENCE AVE E,Major Arterial,North York,815,43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Slush,Fatal,Pedestrian Collisions,Pedestrian,32,Fatal
80,2018,2018/05/15 04:00:00+00,1558,LAKE SHORE BV W,COLBORNE LODGE DR,Major Arterial,Toronto and East York,4,43.637709,-79.458881,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,85,Non-Fatal
Non-Fatal,2018,2018/05/15 04:00:00+00,2237,LAKE SHORE BLVD W,THIRTEENTH ST,Major Arterial,Etobicoke York,3,43.599005,-79.512874,Intersection,Intersection Related,No Control,Rain,Dark,Slush,Fatal,Sideswipe,Passenger,82,Fatal
100,2018,2018/05/16 04:00:00+00,800,JONES AVE,DUNDAS ST E,Minor Arterial,Toronto and East York,14,43.666098,-79.334277,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,72,Non-Fatal
Non-Fatal,2018,2018/05/20 04:00:00+00,2307,WILSON AVE,401 C W WILSON AV RAMP,Major Arterial,Etobicoke York,6,43.736342,-79.438586,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,77,Non-Fatal
Non-Fatal,2018,2018/05/29 04:00:00+00,934,STEELES AVE E,KENNEDY RD,Major Arterial,Scarborough,22,43.823569,-79.307048,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Other,Passenger,72,Fatal
Non-Fatal,2018,2018/05/30 04:00:00+00,329,MARTIN GROVE RD,VULCAN ST,Major Arterial,Etobicoke York,1,43.705172,-79.577121,Intersection,At Intersection,Traffic Signal,Rain,Dark,Slush,Fatal,Turning Movement,Motorcycle Driver,52,Fatal
Non-Fatal,2018,2018/06/02 04:00:00+00,1903,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,Major Arterial,North York,10,43.630515,-79.427158,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,42,Non-Fatal
Non-Fatal,2018,2018/06/11 04:00:00+00,1500,DUFFERIN ST,BRIAR HILL AVE,Major Arterial,North York,8,43.702281,-79.452075,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,37,Non-Fatal
40,2018,2018/06/12 04:00:00+00,1204,ST GEORGE ST,BLOOR ST W,Major Arterial,Toronto and East York,11,43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,63,Non-Fatal
Non-Fatal,2018,2018/06/14 04:00:00+00,558,ST CLAIR AVE E,DANFORTH RD,Major Arterial,Scarborough,20,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,7,Non-Fatal
Non-Fatal,2018,2018/06/23 04:00:00+00,1259,EGLINTON AVE W,CASTLE KNOCK RD,Major Arterial,North York,812,43.703868,-79.411601,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/06/29 04:00:00+00,123,STEELES AVE W,KIPLING AVE,Major Arterial,Etobicoke York,1,43.759535,-79.589862,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2018,2018/07/25 04:00:00+00,45,DORIS AVE,HOLMES AVE,Minor Arterial,North York,18,43.777663,-79.413097,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2018,2018/07/26 04:00:00+00,58,EGLINTON AVE W,MARLEE AVE,Major Arterial,North York,812,43.69797,-79.439349,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,28,Fatal
Non-Fatal,2018,2018/07/29 04:00:00+00,1029,144 NORSEMAN ST,Non-Fatal,Collector,Etobicoke York,3,43.633887,-79.520046,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,77,Fatal
Non-Fatal,2018,2018/07/30 04:00:00+00,1427,WARDEN AVE,FatalIRFatalX CRES,Major Arterial,Scarborough,20,43.716109,-79.282733,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2018,2018/08/06 04:00:00+00,914,CLAREMORE AVE,CRAIGLEE DR,Local,Scarborough,20,43.706175,-79.254787,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Wheelchair,72,Fatal
Non-Fatal,2018,2018/08/09 04:00:00+00,50,HIGHWAY 2A  W,HIGHLAND CREEK OVERPASS,Expressway,Scarborough,25,43.784983,-79.164645,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/08/10 04:00:00+00,2055,BELLAMY RD N,BRIMORTON DR,Minor Arterial,Scarborough,24,43.767378,-79.239131,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,72,Fatal
Non-Fatal,2018,2018/08/16 04:00:00+00,1555,LESLIE ST,EGLINTON AVE E,Major Arterial,North York,1516,43.718589,-79.350383,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,72,Fatal
Non-Fatal,2018,2018/09/05 04:00:00+00,1405,TWENTY SIXTH ST,LABURNHAM AVE,Local,Etobicoke York,3,43.599353,-79.525653,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/09/11 04:00:00+00,1708,LAKE SHORE BLVD W,SIXTH ST,Major Arterial,Etobicoke York,3,43.600909,-79.504077,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,53,Non-Fatal
60,2018,2018/09/15 04:00:00+00,240,PARKSIDE DR,INDIAN VALLEY CRES,Major Arterial,Toronto and East York,4,43.650427,-79.45827,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Motorcycle Driver,17,Non-Fatal
Non-Fatal,2018,2018/09/18 04:00:00+00,1850,KEELE ST,AILEEN AVE,Major Arterial,Etobicoke York,5,43.683169,-79.472026,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,14,Fatal
Non-Fatal,2018,2018/09/20 04:00:00+00,1600,DUFFERIN ST,CASTLEFIELD AVE,Major Arterial,North York,8,43.700686,-79.451724,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
50,2018,2018/09/21 04:00:00+00,1600,NUTHATCH LANE,DOCTOR O LANE,Laneway,Toronto and East York,13,43.663325,-79.369693,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/09/26 04:00:00+00,709,ST CLAIR AVE E,JEANETTE ST,Minor Arterial,Scarborough,20,43.719565,-79.247051,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
Non-Fatal,2018,2018/09/26 04:00:00+00,2053,3850 SHEPPARD AVE E,Non-Fatal,Major Arterial,Scarborough,22,43.782229,-79.292499,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,13,Non-Fatal
35,2018,2018/10/01 04:00:00+00,622,THE QUEENSWAY,WINDERMERE AVE,Major Arterial,Toronto and East York,4,43.637206,-79.469287,Mid-Block,Non Intersection,No Control,Rain,Daylight,Slush,Non-Fatal,Turning Movement,Passenger,52,Non-Fatal
Non-Fatal,2018,2018/10/05 04:00:00+00,1852,708 SCARLETT RD,Non-Fatal,Major Arterial,Etobicoke York,2,43.695372,-79.520099,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,37,Non-Fatal
Non-Fatal,2018,2018/10/08 04:00:00+00,117,SHEPPARD AVE E,BONNINGTON PL,Major Arterial,North York,18,43.762419,-79.406253,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
53,2018,2018/10/08 04:00:00+00,2015,685 QUEEN ST E,DUNDAS ST E,Major Arterial,Toronto and East York,14,43.658515,-79.35094,Intersection,At Intersection,No Control,Clear,Dusk,Slush,Non-Fatal,Turning Movement,Passenger,3,Non-Fatal
45,2018,2018/10/18 04:00:00+00,1217,OSSINGTON AVE,NORTHUMBERLAND ST,Minor Arterial,Toronto and East York,911,43.663294,-79.426227,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,26,Non-Fatal
Non-Fatal,2018,2018/11/01 04:00:00+00,1712,AVENUE RD,GLENGARRY AVE,Major Arterial,North York,8,43.722941,-79.415889,Intersection,Intersection Related,No Control,Rain,Dark,Dry,Fatal,Rear End,Passenger,75,Fatal
Non-Fatal,2018,2018/11/01 04:00:00+00,2043,KIPLING  AVE,ANNABELLE  DR,Major Arterial,Etobicoke York,1,43.750846,-79.58575,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Non-Fatal
Non-Fatal,2018,2018/11/09 05:00:00+00,650,ELLESMERE RD,BIRCHMOUNT RD,Major Arterial,Scarborough,21,43.763205,-79.291911,Mid-Block,Non Intersection,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
Non-Fatal,2018,2018/11/12 05:00:00+00,1822,ELLESMERE  RD,NEILSON  RD,Major Arterial,Scarborough,24,43.783148,-79.202258,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2018,2018/11/20 05:00:00+00,1804,665 LAWRENCE AVE W,Non-Fatal,Major Arterial,North York,8,43.715853,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2018,2018/11/25 05:00:00+00,1750,BELLAMY RD N,CEDAR BRAE BLVD,Minor Arterial,Scarborough,21,43.741534,-79.232578,Intersection,At Intersection,Stop Sign,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,82,Non-Fatal
Non-Fatal,2018,2018/12/04 05:00:00+00,1932,MIDLAND AVE,DORCOT AVE,Major Arterial,Scarborough,21,43.758383,-79.267612,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
Non-Fatal,2018,2018/12/07 05:00:00+00,1830,FINCH AVE E,WAYSIDE AVE,Major Arterial,Scarborough,22,43.80044,-79.299564,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
54,2018,2018/12/22 05:00:00+00,623,DAVENPORT  RD,HAZELTON  AVE,Major Arterial,Toronto and East York,11,43.67512,-79.394153,Mid-Block,Non Intersection,No Control,Clear,Dawn,Slush,Non-Fatal,Turning Movement,Passenger,35,Non-Fatal
Non-Fatal,2018,2018/12/26 05:00:00+00,1853,4968 DUNDAS ST W,Non-Fatal,Major Arterial,Etobicoke York,3,43.647521,-79.529773,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,19,Non-Fatal
Non-Fatal,2019,2019/01/02 05:00:00+00,1405,LEXINGTON AVE,SILVERSTONE DR,Local,Etobicoke York,1,43.744177,-79.601718,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,48,Fatal
63,2019,2019/01/07 05:00:00+00,2012,CLOSE  AVE,QUEEN  ST W,Local,Toronto and East York,4,43.639567,-79.435504,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,42,Non-Fatal
36,2019,2019/01/08 05:00:00+00,1838,O CONNOR DR,ST CLAIR AVE E,Major Arterial,Toronto and East York,19,43.70674,-79.311771,Mid-Block,Non Intersection,No Control,Rain,Dark,Slush,Non-Fatal,Turning Movement,Passenger,27,Non-Fatal
Non-Fatal,2019,2019/01/12 05:00:00+00,2213,MCCOWAN  RD,BRIMORTON  DR,Major Arterial,Scarborough,2124,43.764414,-79.248561,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,10,Non-Fatal
21,2019,2019/01/15 05:00:00+00,555,155 UNIVERSITY AVE,DUNDAS ST E,Major Arterial,Toronto and East York,10,43.648467,-79.38531,Mid-Block,Laneway,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,72,Non-Fatal
Non-Fatal,2019,2019/01/16 05:00:00+00,1303,ALLEN X S LAWRENCE E RAMP,LAWRENCE AVE W,Major Arterial,North York,8,43.715869,-79.444942,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
12,2019,2019/01/16 05:00:00+00,1332,2350 DUFFERIN ST,DUNDAS ST E,Major Arterial,Toronto and East York,912,43.69525,-79.450084,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Fatal
25,2019,2019/01/17 05:00:00+00,2122,LENNOX  ST,BATHURST  ST,Major Arterial,Toronto and East York,11,43.663756,-79.410678,Intersection,At Intersection,Traffic Signal,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,50,Non-Fatal
Non-Fatal,2019,2019/01/19 05:00:00+00,530,MILLWOOD RD,LAIRD DR,Major Arterial,North York,15,43.702204,-79.359363,Mid-Block,Non Intersection,No Control,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,53,Non-Fatal
Non-Fatal,2019,2019/02/01 05:00:00+00,258,MEADOWVALE RD,GENERATION BLVD,Minor Arterial,Scarborough,25,43.804152,-79.16875,Intersection,At Intersection,Stop Sign,Clear,Dark,Slush,Non-Fatal,Turning Movement,Passenger,75,Non-Fatal
Non-Fatal,2019,2019/02/16 05:00:00+00,907,WARDEN  AVE,BAMBURGH  CRCL,Major Arterial,Scarborough,22,43.815394,-79.324634,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,17,Non-Fatal
1143989,2009,2009/12/23 05:00:00+00,935,KINGSTON RD,MARKHAM RD,Major Arterial,Scarborough,20,43.738145,-79.21779,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,52,Fatal
1144154,2009,2009/12/24 05:00:00+00,640,MARWILL ST,ALMORE AVE,Local,North York,6,43.746845,-79.44449,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,37,Fatal
1146660,2010,2010/01/08 05:00:00+00,1810,FINCH AVE W,YORK GATE BLVD,Major Arterial,Etobicoke York,7,43.756945,-79.51989,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,77,Fatal
1146864,2010,2010/01/10 05:00:00+00,329,KING ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,13,43.652745,-79.36319,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Approaching,Driver,45,Fatal
1147341,2010,2010/01/12 05:00:00+00,1240,MARTIN GROVE RD,EGLINTON AVE W,Major Arterial,Etobicoke York,12,43.674445,-79.56319,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,18,Non-Fatal
1147342,2010,2010/01/12 05:00:00+00,1317,DUNDAS ST W,RONCESVALLES AVE,Minor Arterial,Toronto and East York,4,43.653845,-79.45179,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,72,Non-Fatal
1148390,2010,2010/01/18 05:00:00+00,655,MOUNT PLEASANT RD,EGLINTON AVE E,Major Arterial,North York,1215,43.708445,-79.39019,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Non-Fatal
1148773,2010,2010/01/20 05:00:00+00,700,DUFFERIN ST,PRESTON RD,Major Arterial,Toronto and East York,912,43.691345,-79.44849,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,32,Non-Fatal
1149291,2010,2010/01/22 05:00:00+00,1132,DANFORTH AVE,BROADVIEW AVE,Major Arterial,Toronto and East York,14,43.676145,-79.35889,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,18,Non-Fatal
1149557,2010,2010/01/24 05:00:00+00,32,QUEEN ST E,MUNRO ST,Major Arterial,Toronto and East York,14,43.658545,-79.35139,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,7,Non-Fatal
1149753,2010,2010/01/25 05:00:00+00,1825,SYMINGTON AVE,DAVENPORT RD,Minor Arterial,Toronto and East York,9,43.670745,-79.45329,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1153073,2010,2010/02/15 05:00:00+00,9,LAWRENCE AVE E,PHARMACY AVE,Major Arterial,Scarborough,21,43.743245,-79.30459,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Dry,Fatal,Turning Movement,Driver,72,Fatal
1153473,2010,2010/02/18 05:00:00+00,18,PHARMACY AVE,ST BEDES RD,Minor Arterial,Scarborough,20,43.704645,-79.28869,Intersection,At Intersection,No Control,Clear,Dark,Wet,Fatal,SMV Other,Passenger,42,Fatal
1154990,2010,2010/02/28 05:00:00+00,2300,VILLIERS ST,MUNITION ST,Local,Toronto and East York,14,43.648545,-79.34989,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Driver,20,Fatal
1155407,2010,2010/03/02 05:00:00+00,1605,HORNER AVE,EDILOU DR,Minor Arterial,Etobicoke York,3,43.604745,-79.53139,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,42,Fatal
1156744,2010,2010/03/09 05:00:00+00,1504,STEELES AVE W,GIHON SPRING DR,Major Arterial,Etobicoke York,1,43.759545,-79.59529,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,32,Fatal
1157272,2010,2010/03/12 05:00:00+00,523,ROYAL DR,DON VALLEY PARKWAY  N,Major Arterial,Toronto and East York,14,43.672745,-79.35879,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,Truck Driver,48,Fatal
1162012,2010,2010/04/13 04:00:00+00,559,STEELES AVE E,BIRCHMOUNT RD,Major Arterial,Scarborough,22,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Fatal,Angle,Passenger,18,Fatal
1167187,2010,2010/05/06 04:00:00+00,1630,WELLINGTON ST W,SIMCOE ST,Minor Arterial,Toronto and East York,10,43.645845,-79.38629,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Angle,Passenger,42,Fatal
1168396,2010,2010/05/13 04:00:00+00,1136,DUNDAS ST W,COLLEGE ST,Minor Arterial,Toronto and East York,9,43.650445,-79.44189,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,7,Fatal
1169790,2010,2010/05/25 04:00:00+00,1028,ORTON PARK RD,AMBOY RD,Minor Arterial,Scarborough,24,43.767545,-79.20709,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,32,Fatal
1171250,2010,2010/06/03 04:00:00+00,120,DUFFERIN ST,ST CLAIR AVE W,Major Arterial,Toronto and East York,9,43.677945,-79.44309,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,58,Non-Fatal
1171997,2010,2010/06/06 04:00:00+00,822,UNIVERSITY AVE,ORDE ST,Major Arterial,Toronto and East York,11,43.658744,-79.389987,Intersection,Intersection Related,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,22,Fatal
1172992,2010,2010/06/12 04:00:00+00,916,ISLINGTON AVE,THE WESTWAY,Major Arterial,Etobicoke York,2,43.688645,-79.54289,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,72,Fatal
1176916,2010,2010/07/13 04:00:00+00,2035,KIPLING AVE,BELFIELD RD,Major Arterial,Etobicoke York,1,43.704845,-79.56349,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,Driver,15,Fatal
1177531,2010,2010/07/16 04:00:00+00,1647,JANE ST,DUNDAS ST W,Major Arterial,Toronto and East York,4,43.665745,-79.49119,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,14,Non-Fatal
1177531,2010,2010/07/16 04:00:00+00,1647,JANE ST,DUNDAS ST W,Major Arterial,Toronto and East York,4,43.665745,-79.49119,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,99,Non-Fatal
1177627,2010,2010/07/18 04:00:00+00,110,GREENCEDAR CRCT,DAPHNE RD,Collector,Scarborough,24,43.756845,-79.22939,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,18,Fatal
1179891,2010,2010/07/29 04:00:00+00,1149,YONGE ST,YORK MILLS RD,Major Arterial,North York,815,43.744145,-79.40669,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,66,Fatal
1180110,2010,2010/07/31 04:00:00+00,700,GRANTBROOK ST,CHARLTON BLVD,Collector,North York,18,43.781245,-79.43289,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Passenger,33,Fatal
1184434,2010,2010/08/20 04:00:00+00,2215,LAKE SHORE BLVD E,JOSEPH DUGGAN  RD,Major Arterial,Toronto and East York,19,43.664344,-79.306186,Intersection,Intersection Related,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,72,Non-Fatal
1189134,2010,2010/09/14 04:00:00+00,1055,SPADINA AVE,SULLIVAN ST,Major Arterial,Toronto and East York,10,43.650945,-79.39729,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,82,Fatal
1189375,2010,2010/09/15 04:00:00+00,418,WESTON RD,CHURCH ST,Minor Arterial,Etobicoke York,5,43.703245,-79.52599,Mid-Block,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Unattended Vehicle,Driver,55,Fatal
